date,year,month,week,avg_temperature,avg_pressure,rain,snow,storm
2019-05-18,2019,05,20,17.5,749.5,0.0,0.0,0.0
2019-05-19,2019,05,20,19.0,750.0,0.0,0.0,0.0
2019-05-20,2019,05,21,19.0,752.0,0.0,0.0,0.0
2019-05-21,2019,05,21,22.5,748.0,0.0,0.0,0.0
2019-05-22,2019,05,21,23.0,742.5,0.0,0.0,0.0
2019-05-23,2019,05,21,17.5,740.5,0.0,0.0,1.0
2019-05-24,2019,05,21,15.0,746.0,0.0,0.0,0.0
2019-05-25,2019,05,21,18.0,742.0,0.0,0.0,0.0
2019-05-26,2019,05,21,20.5,740.0,0.0,0.0,0.0
2019-05-27,2019,05,22,19.0,744.0,0.0,0.0,0.0
2019-05-28,2019,05,22,25.5,747.0,0.0,0.0,0.0
2019-05-29,2019,05,22,26.5,748.5,0.0,0.0,0.0
2019-05-30,2019,05,22,23.5,750.0,0.0,0.0,0.0
2019-05-31,2019,05,22,21.0,748.5,0.0,0.0,0.0
2019-06-01,2019,06,22,19.5,749.0,0.0,0.0,0.0
2019-06-02,2019,06,22,23.5,746.5,0.0,0.0,0.0
2019-06-03,2019,06,23,18.5,751.5,0.0,0.0,0.0
2019-06-04,2019,06,23,21.0,754.5,0.0,0.0,0.0
2019-06-05,2019,06,23,23.5,753.5,0.0,0.0,0.0
2019-06-06,2019,06,23,26.0,753.5,0.0,0.0,0.0
2019-06-07,2019,06,23,27.5,753.5,0.0,0.0,0.0
2019-06-08,2019,06,23,27.5,753.5,0.0,0.0,0.0
2019-06-09,2019,06,23,27.5,752.5,0.0,0.0,0.0
2019-06-10,2019,06,24,25.0,752.0,0.0,0.0,0.0
2019-06-11,2019,06,24,25.5,752.0,0.0,0.0,0.0
2019-06-12,2019,06,24,20.0,751.5,0.0,0.0,0.0
2019-06-13,2019,06,24,18.0,755.5,0.0,0.0,0.0
2019-06-14,2019,06,24,18.0,748.0,0.0,0.0,1.0
2019-06-15,2019,06,24,18.0,747.0,0.0,0.0,0.0
2019-06-16,2019,06,24,19.5,748.0,0.0,0.0,0.0
2019-06-17,2019,06,25,24.0,746.0,0.0,0.0,0.0
2019-06-18,2019,06,25,23.5,746.0,0.0,0.0,0.0
2019-06-19,2019,06,25,25.0,748.5,0.0,0.0,0.0
2019-06-20,2019,06,25,26.5,749.0,0.0,0.0,0.0
2019-06-21,2019,06,25,27.0,748.5,0.0,0.0,0.0
2019-06-22,2019,06,25,27.5,748.5,0.0,0.0,0.0
2019-06-23,2019,06,25,22.5,752.0,0.0,0.0,0.0
2019-06-24,2019,06,26,23.5,753.5,0.0,0.0,0.0
2019-06-25,2019,06,26,21.0,756.5,0.0,0.0,0.0
2019-06-26,2019,06,26,17.0,750.5,1.0,0.0,0.0
2019-06-27,2019,06,26,14.5,736.5,1.0,0.0,0.0
2019-06-28,2019,06,26,11.5,731.5,2.0,0.0,0.0
2019-06-29,2019,06,26,11.0,738.5,1.0,0.0,0.0
2019-06-30,2019,06,26,16.0,742.0,1.0,0.0,0.0
2019-07-01,2019,07,27,24.0,737.5,0.0,0.0,0.0
2019-07-02,2019,07,27,17.5,739.5,0.0,0.0,0.0
2019-07-03,2019,07,27,16.0,740.0,0.0,0.0,0.0
2019-07-04,2019,07,27,15.5,743.0,0.0,0.0,0.0
2019-07-05,2019,07,27,18.0,740.5,0.0,0.0,0.0
2019-07-06,2019,07,27,16.5,735.5,0.0,0.0,0.0
2019-07-07,2019,07,27,17.5,737.5,0.0,0.0,0.0
2019-07-08,2019,07,28,20.0,738.0,0.0,0.0,0.0
2019-07-09,2019,07,28,19.5,736.0,0.0,0.0,0.0
2019-07-10,2019,07,28,17.0,735.5,1.0,0.0,0.0
2019-07-11,2019,07,28,15.0,739.0,0.0,0.0,0.0
2019-07-12,2019,07,28,14.0,742.5,0.0,0.0,0.0
2019-07-13,2019,07,28,17.0,743.5,0.0,0.0,0.0
2019-07-14,2019,07,28,17.0,745.0,0.0,0.0,0.0
2019-07-15,2019,07,29,17.5,745.0,0.0,0.0,0.0
2019-07-16,2019,07,29,18.0,743.5,0.0,0.0,0.0
2019-07-17,2019,07,29,17.5,741.5,0.0,0.0,0.0
2019-07-18,2019,07,29,16.0,740.0,1.0,0.0,0.0
2019-07-19,2019,07,29,18.0,741.0,0.0,0.0,0.0
2019-07-20,2019,07,29,20.0,745.5,0.0,0.0,1.0
2019-07-21,2019,07,29,20.5,749.0,0.0,0.0,0.0
2019-07-22,2019,07,30,23.0,747.5,0.0,0.0,0.0
2019-07-23,2019,07,30,18.5,745.0,0.0,0.0,0.0
2019-07-24,2019,07,30,18.0,745.5,0.0,0.0,1.0
2019-07-25,2019,07,30,19.5,748.5,1.0,0.0,0.0
2019-07-26,2019,07,30,26.0,749.0,0.0,0.0,0.0
2019-07-27,2019,07,30,27.0,745.0,0.0,0.0,0.0
2019-07-28,2019,07,30,23.5,740.5,0.0,0.0,0.0
2019-07-29,2019,07,31,14.0,742.0,0.0,0.0,0.0
2019-07-30,2019,07,31,14.5,739.0,0.0,0.0,0.0
2019-07-31,2019,07,31,13.0,738.5,0.0,0.0,0.0
2019-08-01,2019,08,31,14.0,743.0,0.0,0.0,0.0
2019-08-02,2019,08,31,15.0,740.5,0.0,0.0,0.0
2019-08-03,2019,08,31,14.5,739.0,0.0,0.0,0.0
2019-08-04,2019,08,31,12.0,740.0,0.0,0.0,0.0
2019-08-05,2019,08,32,12.0,737.0,1.0,0.0,0.0
2019-08-06,2019,08,32,16.0,741.0,0.0,0.0,0.0
2019-08-07,2019,08,32,18.5,743.5,0.0,0.0,0.0
2019-08-08,2019,08,32,24.0,740.5,0.0,0.0,0.0
2019-08-09,2019,08,32,15.0,736.5,2.0,0.0,0.0
2019-08-10,2019,08,32,14.5,743.5,0.0,0.0,0.0
2019-08-11,2019,08,32,16.0,747.5,0.0,0.0,0.0
2019-08-12,2019,08,33,18.5,749.5,0.0,0.0,0.0
2019-08-13,2019,08,33,22.0,745.0,0.0,0.0,0.0
2019-08-14,2019,08,33,21.5,746.5,0.0,0.0,0.0
2019-08-15,2019,08,33,19.0,746.5,0.0,0.0,0.0
2019-08-16,2019,08,33,18.0,747.5,0.0,0.0,0.0
2019-08-17,2019,08,33,16.5,746.5,0.0,0.0,0.0
2019-08-18,2019,08,33,20.0,744.0,0.0,0.0,0.0
2019-08-19,2019,08,34,19.0,751.0,0.0,0.0,0.0
2019-08-20,2019,08,34,25.0,753.0,0.0,0.0,0.0
2019-08-21,2019,08,34,22.5,754.5,0.0,0.0,0.0
2019-08-22,2019,08,34,18.5,754.5,0.0,0.0,0.0
2019-08-23,2019,08,34,18.5,757.5,0.0,0.0,0.0
2019-08-24,2019,08,34,21.5,753.0,0.0,0.0,0.0
2019-08-25,2019,08,34,17.0,757.5,0.0,0.0,0.0
2019-08-26,2019,08,35,19.5,755.0,0.0,0.0,0.0
2019-08-27,2019,08,35,19.0,752.5,0.0,0.0,0.0
2019-08-28,2019,08,35,14.5,757.5,0.0,0.0,0.0
2019-08-29,2019,08,35,19.5,754.5,0.0,0.0,0.0
2019-08-30,2019,08,35,21.5,752.0,0.0,0.0,0.0
2019-08-31,2019,08,35,20.0,752.0,0.0,0.0,0.0
2019-09-01,2019,09,35,20.5,749.0,0.0,0.0,0.0
2019-09-02,2019,09,36,20.5,749.0,0.0,0.0,0.0
2019-09-03,2019,09,36,20.5,749.0,0.0,0.0,0.0
2019-09-04,2019,09,36,20.5,746.5,1.0,0.0,0.0
2019-09-05,2019,09,36,15.5,749.5,0.0,0.0,0.0
2019-09-06,2019,09,36,20.5,750.0,0.0,0.0,0.0
2019-09-07,2019,09,36,20.0,754.5,0.0,0.0,0.0
2019-09-08,2019,09,36,19.0,758.0,0.0,0.0,0.0
2019-09-09,2019,09,37,19.5,757.5,0.0,0.0,0.0
2019-09-10,2019,09,37,21.0,757.5,0.0,0.0,0.0
2019-09-11,2019,09,37,22.5,758.0,0.0,0.0,0.0
2019-09-12,2019,09,37,22.0,755.0,0.0,0.0,0.0
2019-09-13,2019,09,37,19.5,749.0,0.0,0.0,0.0
2019-09-14,2019,09,37,13.5,748.0,0.0,0.0,0.0
2019-09-15,2019,09,37,10.5,744.0,1.0,0.0,0.0
2019-09-16,2019,09,38,13.5,734.0,0.0,0.0,0.0
2019-09-17,2019,09,38,10.0,734.5,0.0,0.0,0.0
2019-09-18,2019,09,38,11.0,734.5,0.0,0.0,0.0
2019-09-19,2019,09,38,9.5,744.5,0.0,0.0,0.0
2019-09-20,2019,09,38,5.5,746.0,1.0,0.0,0.0
2019-09-21,2019,09,38,8.0,744.5,0.0,0.0,0.0
2019-09-22,2019,09,38,5.0,738.5,1.0,0.0,0.0
2019-09-23,2019,09,39,6.5,747.5,0.0,0.0,0.0
2019-09-24,2019,09,39,5.0,749.0,0.0,0.0,0.0
2019-09-25,2019,09,39,5.5,750.0,1.0,0.0,0.0
2019-09-26,2019,09,39,8.5,748.5,0.0,0.0,0.0
2019-09-27,2019,09,39,9.5,748.0,0.0,0.0,0.0
2019-09-28,2019,09,39,10.0,749.5,0.0,0.0,0.0
2019-09-29,2019,09,39,9.0,742.0,2.0,0.0,0.0
2019-09-30,2019,09,40,13.5,735.5,2.0,0.0,0.0
2019-10-01,2019,10,40,12.5,734.5,0.0,0.0,0.0
2019-10-02,2019,10,40,15.5,740.5,0.0,0.0,0.0
2019-10-03,2019,10,40,18.5,741.0,0.0,0.0,0.0
2019-10-04,2019,10,40,9.0,742.0,0.0,0.0,0.0
2019-10-05,2019,10,40,8.5,746.0,0.0,0.0,0.0
2019-10-06,2019,10,40,1.5,742.0,2.0,0.0,0.0
2019-10-07,2019,10,41,3.0,743.0,1.0,0.0,0.0
2019-10-08,2019,10,41,4.5,746.5,0.0,0.0,0.0
2019-10-09,2019,10,41,4.5,743.0,1.0,0.0,0.0
2019-10-10,2019,10,41,8.0,739.5,2.0,0.0,0.0
2019-10-11,2019,10,41,10.0,744.0,1.0,0.0,0.0
2019-10-12,2019,10,41,11.0,740.0,1.0,0.0,0.0
2019-10-13,2019,10,41,11.0,744.5,0.0,0.0,0.0
2019-10-14,2019,10,42,14.0,743.5,0.0,0.0,0.0
2019-10-15,2019,10,42,5.0,754.0,0.0,0.0,0.0
2019-10-16,2019,10,42,8.0,753.5,0.0,0.0,0.0
2019-10-17,2019,10,42,17.0,746.0,0.0,0.0,0.0
2019-10-18,2019,10,42,14.0,749.5,0.0,0.0,0.0
2019-10-19,2019,10,42,15.0,751.5,0.0,0.0,0.0
2019-10-20,2019,10,42,16.0,752.0,0.0,0.0,0.0
2019-10-21,2019,10,43,13.5,750.0,0.0,0.0,0.0
2019-10-22,2019,10,43,9.5,752.0,0.0,0.0,0.0
2019-10-23,2019,10,43,12.5,748.5,0.0,0.0,0.0
2019-10-24,2019,10,43,10.5,752.0,0.0,0.0,0.0
2019-10-25,2019,10,43,10.5,751.5,0.0,0.0,0.0
2019-10-26,2019,10,43,12.0,745.0,0.0,0.0,0.0
2019-10-27,2019,10,43,12.5,736.0,1.0,0.0,0.0
2019-10-28,2019,10,44,5.5,743.5,0.0,0.0,0.0
2019-10-29,2019,10,44,4.5,742.5,1.0,0.0,0.0
2019-10-30,2019,10,44,-1.5,747.5,0.0,1.0,0.0
2019-10-31,2019,10,44,-2.5,752.0,0.0,0.0,0.0
2019-11-01,2019,11,44,0.0,746.0,0.0,2.0,0.0
2019-11-02,2019,11,44,3.5,749.0,0.0,0.0,0.0
2019-11-03,2019,11,44,2.5,743.0,2.0,0.0,0.0
2019-11-04,2019,11,45,8.5,739.5,0.0,0.0,0.0
2019-11-05,2019,11,45,11.5,732.5,0.0,0.0,0.0
2019-11-06,2019,11,45,9.5,735.0,2.0,0.0,0.0
2019-11-07,2019,11,45,4.5,745.0,0.0,0.0,0.0
2019-11-08,2019,11,45,4.0,753.5,0.0,0.0,0.0
2019-11-09,2019,11,45,3.0,755.0,1.0,0.0,0.0
2019-11-10,2019,11,45,9.0,751.5,0.0,0.0,0.0
2019-11-11,2019,11,46,8.0,745.5,0.0,0.0,0.0
2019-11-12,2019,11,46,3.0,754.5,0.0,0.0,0.0
2019-11-13,2019,11,46,4.5,758.0,0.0,0.0,0.0
2019-11-14,2019,11,46,6.0,757.5,0.0,0.0,0.0
2019-11-15,2019,11,46,3.5,758.0,0.0,0.0,0.0
2019-11-16,2019,11,46,4.0,756.0,0.0,0.0,0.0
2019-11-17,2019,11,46,6.5,758.0,0.0,0.0,0.0
2019-11-18,2019,11,47,3.5,758.0,0.0,0.0,0.0
2019-11-19,2019,11,47,3.5,760.5,0.0,0.0,0.0
2019-11-20,2019,11,47,-1.0,768.5,0.0,0.0,0.0
2019-11-21,2019,11,47,-6.0,771.0,0.0,0.0,0.0
2019-11-22,2019,11,47,-4.0,769.5,0.0,0.0,0.0
2019-11-23,2019,11,47,-4.5,766.0,0.0,0.0,0.0
2019-11-24,2019,11,47,-4.5,762.0,0.0,0.0,0.0
2019-11-25,2019,11,48,-3.0,758.0,0.0,0.0,0.0
2019-11-26,2019,11,48,-2.0,752.5,0.0,1.0,0.0
2019-11-27,2019,11,48,-1.0,749.0,0.0,0.0,0.0
2019-11-28,2019,11,48,0.0,746.0,0.0,0.0,0.0
2019-11-29,2019,11,48,2.5,740.0,1.0,0.0,0.0
2019-11-30,2019,11,48,2.5,736.5,0.0,0.0,0.0
2019-12-01,2019,12,48,-2.5,746.0,0.0,1.0,0.0
2019-12-02,2019,12,49,-2.5,745.5,0.0,0.0,0.0
2019-12-03,2019,12,49,-2.5,744.0,0.0,0.0,0.0
2019-12-04,2019,12,49,-1.0,741.5,0.0,2.0,0.0
2019-12-05,2019,12,49,2.5,742.5,1.0,0.0,0.0
2019-12-06,2019,12,49,2.0,739.0,0.0,0.0,0.0
2019-12-07,2019,12,49,0.5,739.5,1.0,0.0,0.0
2019-12-08,2019,12,49,2.5,738.5,0.0,0.0,0.0
2019-12-09,2019,12,50,4.0,739.5,0.0,0.0,0.0
2019-12-10,2019,12,50,3.0,746.0,0.0,0.0,0.0
2019-12-11,2019,12,50,0.5,753.5,0.0,0.0,0.0
2019-12-12,2019,12,50,3.0,752.5,1.0,0.0,0.0
2019-12-13,2019,12,50,0.5,749.0,0.0,1.0,0.0
2019-12-14,2019,12,50,-1.0,747.5,0.0,0.0,0.0
2019-12-15,2019,12,50,1.5,742.0,1.0,0.0,0.0
2019-12-16,2019,12,51,3.0,741.5,0.0,0.0,0.0
2019-12-17,2019,12,51,2.0,745.5,1.0,0.0,0.0
2019-12-18,2019,12,51,4.5,741.0,0.0,0.0,0.0
2019-12-19,2019,12,51,3.5,744.0,0.0,0.0,0.0
2019-12-20,2019,12,51,1.5,750.5,0.0,0.0,0.0
2019-12-21,2019,12,51,2.5,742.5,0.0,0.0,0.0
2019-12-22,2019,12,51,3.0,740.0,1.0,0.0,0.0
2019-12-23,2019,12,52,6.0,740.5,0.0,0.0,0.0
2019-12-24,2019,12,52,2.5,744.0,0.0,0.0,0.0
2019-12-25,2019,12,52,0.5,744.5,0.0,0.0,0.0
2019-12-26,2019,12,52,-0.5,744.0,0.0,0.0,0.0
2019-12-27,2019,12,52,-0.5,745.0,0.0,1.0,0.0
2019-12-28,2019,12,52,-0.5,754.0,0.0,1.0,0.0
2019-12-29,2019,12,52,-4.0,758.5,0.0,0.0,0.0
2019-12-30,2019,12,1,-2.0,741.0,0.0,1.0,0.0
2019-12-31,2019,12,1,1.5,731.0,1.0,0.0,0.0
2020-01-01,2020,01,1,-2.0,745.0,0.0,0.0,0.0
2020-01-02,2020,01,1,1.0,743.0,0.0,1.0,0.0
2020-01-03,2020,01,1,1.0,742.5,0.0,0.0,0.0
2020-01-04,2020,01,1,-0.5,735.0,0.0,1.0,0.0
2020-01-05,2020,01,1,0.5,747.0,0.0,0.0,0.0
2020-01-06,2020,01,2,-1.5,755.0,0.0,0.0,0.0
2020-01-07,2020,01,2,-1.0,754.5,0.0,1.0,0.0
2020-01-08,2020,01,2,1.0,750.0,0.0,0.0,0.0
2020-01-09,2020,01,2,2.0,745.0,0.0,0.0,0.0
2020-01-10,2020,01,2,1.0,746.5,0.0,0.0,0.0
2020-01-11,2020,01,2,-1.0,748.0,0.0,1.0,0.0
2020-01-12,2020,01,2,-0.5,743.0,0.0,0.0,0.0
2020-01-13,2020,01,3,2.0,743.5,0.0,0.0,0.0
2020-01-14,2020,01,3,0.0,751.0,0.0,0.0,0.0
2020-01-15,2020,01,3,3.0,749.5,0.0,0.0,0.0
2020-01-16,2020,01,3,3.0,748.5,0.0,0.0,0.0
2020-01-17,2020,01,3,3.5,755.0,0.0,0.0,0.0
2020-01-18,2020,01,3,0.5,754.0,0.0,0.0,0.0
2020-01-19,2020,01,3,0.0,755.5,0.0,1.0,0.0
2020-01-20,2020,01,4,2.5,753.0,0.0,0.0,0.0
2020-01-21,2020,01,4,3.0,738.0,1.0,0.0,0.0
2020-01-22,2020,01,4,-0.5,733.0,0.0,1.0,0.0
2020-01-23,2020,01,4,-4.5,743.0,0.0,0.0,0.0
2020-01-24,2020,01,4,0.5,736.0,0.0,1.0,0.0
2020-01-25,2020,01,4,1.0,733.5,0.0,1.0,0.0
2020-01-26,2020,01,4,-0.5,741.5,0.0,0.0,0.0
2020-01-27,2020,01,5,-2.5,747.5,0.0,0.0,0.0
2020-01-28,2020,01,5,-3.5,743.5,0.0,1.0,0.0
2020-01-29,2020,01,5,1.0,742.0,0.0,0.0,0.0
2020-01-30,2020,01,5,-1.0,735.0,0.0,0.0,0.0
2020-01-31,2020,01,5,0.5,736.5,0.0,1.0,0.0
2020-02-01,2020,02,5,0.5,739.5,0.0,0.0,0.0
2020-02-02,2020,02,5,1.0,726.5,1.0,0.0,0.0
2020-02-03,2020,02,6,1.0,725.0,0.0,0.0,0.0
2020-02-04,2020,02,6,-2.0,730.0,0.0,0.0,0.0
2020-02-05,2020,02,6,-5.0,744.0,0.0,0.0,0.0
2020-02-06,2020,02,6,-4.0,735.0,0.0,1.0,0.0
2020-02-07,2020,02,6,-9.5,746.0,0.0,0.0,0.0
2020-02-08,2020,02,6,-9.0,752.5,0.0,0.0,0.0
2020-02-09,2020,02,6,-1.0,749.5,0.0,0.0,0.0
2020-02-10,2020,02,7,1.0,735.5,0.0,0.0,0.0
2020-02-11,2020,02,7,1.0,730.5,0.0,2.0,0.0
2020-02-12,2020,02,7,-0.5,736.0,0.0,1.0,0.0
2020-02-13,2020,02,7,-1.5,742.0,0.0,0.0,0.0
2020-02-14,2020,02,7,0.0,749.0,0.0,0.0,0.0
2020-02-15,2020,02,7,0.0,756.5,0.0,0.0,0.0
2020-02-16,2020,02,7,1.0,752.5,0.0,0.0,0.0
2020-02-17,2020,02,8,5.0,742.0,0.0,0.0,0.0
2020-02-18,2020,02,8,5.0,743.0,0.0,0.0,0.0
2020-02-19,2020,02,8,3.5,743.5,0.0,0.0,0.0
2020-02-20,2020,02,8,4.5,750.0,0.0,0.0,0.0
2020-02-21,2020,02,8,5.0,752.0,0.0,0.0,0.0
2020-02-22,2020,02,8,5.0,749.5,0.0,0.0,0.0
2020-02-23,2020,02,8,2.0,732.0,1.0,0.0,0.0
2020-02-24,2020,02,9,3.5,733.0,0.0,0.0,0.0
2020-02-25,2020,02,9,0.0,736.5,0.0,0.0,0.0
2020-02-26,2020,02,9,1.5,733.0,0.0,1.0,0.0
2020-02-27,2020,02,9,2.0,731.5,1.0,0.0,0.0
2020-02-28,2020,02,9,2.0,735.0,0.0,0.0,0.0
2020-02-29,2020,02,9,-0.5,741.0,0.0,0.0,0.0
2020-03-01,2020,03,9,5.0,742.5,0.0,0.0,0.0
2020-03-02,2020,03,10,4.0,744.5,0.0,0.0,0.0
2020-03-03,2020,03,10,4.5,744.5,0.0,0.0,0.0
2020-03-04,2020,03,10,5.5,750.5,0.0,0.0,0.0
2020-03-05,2020,03,10,6.5,747.0,0.0,0.0,0.0
2020-03-06,2020,03,10,5.5,744.0,0.0,0.0,0.0
2020-03-07,2020,03,10,9.5,745.5,0.0,0.0,0.0
2020-03-08,2020,03,10,4.5,749.0,0.0,0.0,0.0
2020-03-09,2020,03,11,10.0,750.5,0.0,0.0,0.0
2020-03-10,2020,03,11,6.5,744.0,0.0,0.0,0.0
2020-03-11,2020,03,11,7.5,733.5,0.0,0.0,0.0
2020-03-12,2020,03,11,7.5,734.0,0.0,0.0,0.0
2020-03-13,2020,03,11,3.5,732.5,1.0,0.0,0.0
2020-03-14,2020,03,11,2.0,735.5,0.0,1.0,0.0
2020-03-15,2020,03,11,-2.5,748.5,0.0,0.0,0.0
2020-03-16,2020,03,12,4.0,751.0,0.0,0.0,0.0
2020-03-17,2020,03,12,6.0,752.5,0.0,0.0,0.0
2020-03-18,2020,03,12,9.5,750.5,0.0,0.0,0.0
2020-03-19,2020,03,12,8.0,743.5,0.0,0.0,0.0
2020-03-20,2020,03,12,3.5,747.0,0.0,0.0,0.0
2020-03-21,2020,03,12,-1.0,752.5,0.0,0.0,0.0
2020-03-22,2020,03,12,-1.5,760.5,0.0,0.0,0.0
2020-03-23,2020,03,13,0.0,763.0,0.0,0.0,0.0
2020-03-24,2020,03,13,0.5,761.0,0.0,0.0,0.0
2020-03-25,2020,03,13,9.5,760.0,0.0,0.0,0.0
2020-03-26,2020,03,13,12.0,759.5,0.0,0.0,0.0
2020-03-27,2020,03,13,11.5,759.5,0.0,0.0,0.0
2020-03-28,2020,03,13,13.5,749.5,0.0,0.0,0.0
2020-03-29,2020,03,13,14.5,741.0,0.0,0.0,0.0
2020-03-30,2020,03,14,-2.0,744.0,0.0,2.0,0.0
2020-03-31,2020,03,14,-3.5,746.0,0.0,1.0,0.0
2020-04-01,2020,04,14,2.0,738.5,0.0,0.0,0.0
2020-04-02,2020,04,14,4.5,738.5,0.0,0.0,0.0
2020-04-03,2020,04,14,10.0,738.0,0.0,0.0,0.0
2020-04-04,2020,04,14,3.0,748.5,0.0,0.0,0.0
2020-04-05,2020,04,14,2.5,753.5,0.0,1.0,0.0
2020-04-06,2020,04,15,3.0,759.5,0.0,0.0,0.0
2020-04-07,2020,04,15,7.0,757.5,0.0,0.0,0.0
2020-04-08,2020,04,15,11.0,749.0,0.0,0.0,0.0
2020-04-09,2020,04,15,13.5,743.5,0.0,0.0,0.0
2020-04-10,2020,04,15,7.0,745.0,0.0,0.0,0.0
2020-04-11,2020,04,15,3.5,749.0,0.0,0.0,0.0
2020-04-12,2020,04,15,4.0,750.0,0.0,0.0,0.0
2020-04-13,2020,04,16,14.5,739.0,0.0,0.0,0.0
2020-04-14,2020,04,16,5.0,739.5,1.0,0.0,0.0
2020-04-15,2020,04,16,4.0,735.0,0.0,0.0,0.0
2020-04-16,2020,04,16,4.5,727.0,1.0,0.0,0.0
2020-04-17,2020,04,16,3.5,735.5,1.0,0.0,0.0
2020-04-18,2020,04,16,4.0,741.0,0.0,0.0,0.0
2020-04-19,2020,04,16,5.0,745.0,0.0,0.0,0.0
2020-04-20,2020,04,17,6.5,749.5,0.0,0.0,0.0
2020-04-21,2020,04,17,8.5,748.5,0.0,0.0,0.0
2020-04-22,2020,04,17,6.0,746.0,0.0,0.0,0.0
2020-04-23,2020,04,17,7.5,742.0,0.0,0.0,0.0
2020-04-24,2020,04,17,7.0,735.5,0.0,0.0,0.0
2020-04-25,2020,04,17,7.0,734.5,0.0,0.0,0.0
2020-04-26,2020,04,17,7.0,738.5,0.0,0.0,0.0
2020-04-27,2020,04,18,8.5,739.5,0.0,0.0,0.0
2020-04-28,2020,04,18,9.5,742.5,0.0,0.0,0.0
2020-04-29,2020,04,18,10.5,737.0,0.0,0.0,0.0
2020-04-30,2020,04,18,7.5,746.0,0.0,0.0,0.0
